2101001111121220212020202|0.0|0.0|-0.11111111111111116|0.0|-0.09444444444444444|1.9958888888888888|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.6583333333333333|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2101001111121220212020200|0.0|0.0|-0.11111111111111116|0.0|-0.09444444444444444|1.5888888888888888|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.6583333333333333|0.0|0.0|0.0|0.6083333333333334|0.0|0.0|0.0|0.9963055555555556|0.625
0101001111021220212020200|0.9555555555555556|0.0|-0.061111111111111116|0.0|-0.04444444444444451|1.0638888888888889|0.0|0.0|0.0|0.0|0.9971388888888889|0.0|0.0|0.0|0.0|0.6083333333333334|0.0|0.0|0.0|0.6083333333333334|0.0|0.0|0.0|0.6305555555555556|0.625
0101001110021200212020200|0.9555555555555556|0.0|-0.061111111111111116|0.0|0.9555555555555556|1.0638888888888889|0.0|0.0|0.0|1.0006388888888889|0.7138888888888889|0.0|0.0|0.0|0.7138888888888889|0.6083333333333334|0.0|0.0|0.0|0.6833333333333333|0.0|0.0|0.0|0.6305555555555556|0.625
0101001010021200212001200|0.8805555555555556|0.0|1.0638888888888889|0.0|0.8805555555555556|0.9555555555555556|0.0|1.0006388888888889|0.0|0.9555555555555556|0.7888888888888889|0.0|0.0|0.0|0.7888888888888889|0.7888888888888889|0.0|0.0|0.0|0.7583333333333333|0.7000000000000001|0.0|0.0|1.3138888888888889|0.7
0101001010021200212000000|0.8555555555555555|0.0|1.0388888888888888|0.0|0.8555555555555555|0.9305555555555556|0.0|1.088888888888889|0.0|0.9305555555555556|0.7638888888888888|0.0|0.0|0.0|0.7638888888888888|0.7333333333333333|0.0|0.0|0.0|0.7333333333333333|0.6749999999999999|0.9973055555555556|0.8333333333333334|0.7305555555555555|0.6749999999999999
0120001210001200212000000|0.7555555555555555|0.0|0.0|2.9888333333333335|0.6305555555555555|0.8305555555555556|0.0|0.0|0.0|0.75|0.7388888888888889|0.8888888888888888|0.0|0.0|0.7138888888888889|0.6833333333333333|0.0|0.0|0.0|0.6833333333333333|0.625|0.6805555555555556|0.7833333333333333|0.6805555555555556|0.625
0120001210001200002000000|0.8055555555555556|0.0|0.0|1.9333333333333333|0.6805555555555556|0.8805555555555556|0.0|0.0|0.0|0.8|0.788888888888889|0.9333333333333333|0.0|0.0|0.7638888888888888|0.75|0.8638888888888888|0.99825|0.0|0.7|0.6749999999999999|0.75|0.7583333333333333|0.7|0.6749999999999999
0020001210001000002000000|0.6805555555555556|0.998|0.0|0.8|0.6805555555555556|0.85|0.0|0.0|0.0|0.85|0.788888888888889|0.9500000000000001|0.0|0.9|0.788888888888889|0.75|0.8638888888888888|0.8749999999999999|0.0|0.7|0.6749999999999999|0.75|0.7583333333333333|0.7|0.6749999999999999
0000001200001000002000000|0.6305555555555555|0.7999999999999999|0.7138888888888889|0.7000000000000001|0.625|0.7999999999999999|0.0|0.0|0.9978888888888889|0.7000000000000001|0.7388888888888889|0.9|0.0|0.8250000000000001|0.7083333333333334|0.7000000000000001|0.813888888888889|0.8250000000000001|0.0|0.65|0.625|0.7000000000000001|0.7083333333333334|0.65|0.625
0000000200001000000000000|0.65|0.725|0.7083333333333333|0.725|0.65|0.725|0.9978055555555556|0.0|0.7805555555555556|0.725|0.7333333333333334|0.9|0.0|0.9|0.7333333333333334|0.725|0.8055555555555556|0.9|0.8055555555555556|0.725|0.65|0.725|0.7333333333333334|0.725|0.65
0000000000000000000000000|0.65|0.725|0.725|0.725|0.65|0.725|0.8|0.8|0.8|0.725|0.725|0.8|1.0|0.8|0.725|0.725|0.8|0.8|0.8|0.725|0.65|0.725|0.725|0.725|0.65
0120211220011121122020102|-0.09444444444444444|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-0.11111111111111116|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.9958888888888888|0.0|0.6583333333333333|0.0
0120011220011121122020102|-0.09444444444444444|0.0|0.0|0.6083333333333334|0.625|0.0|0.0|0.0|0.0|0.9963055555555556|-0.11111111111111116|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.5888888888888888|0.0|0.6583333333333333|0.0
0120011220011121122000002|-0.04444444444444451|0.0|0.0|0.6083333333333334|0.625|0.0|0.0|0.0|0.0|0.6305555555555556|-0.061111111111111116|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.9555555555555556|1.0638888888888889|0.9971388888888889|0.6083333333333334|0.0
0000011220011121122000002|0.9555555555555556|1.0006388888888889|0.7138888888888889|0.6833333333333333|0.625|0.0|0.0|0.0|0.0|0.6305555555555556|-0.061111111111111116|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.9555555555555556|1.0638888888888889|0.7138888888888889|0.6083333333333334|0.0
0000011220001121122100000|0.8805555555555556|0.9555555555555556|0.7888888888888889|0.7583333333333333|0.7|0.0|0.0|0.0|0.0|1.3138888888888889|1.0638888888888889|1.0006388888888889|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.8805555555555556|0.9555555555555556|0.7888888888888889|0.7888888888888889|0.7000000000000001
